set,crop_path,plate,conf,raw
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars367_0.png,8600B6___,,"[""8600B6___""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars367_1.png,N663366__,,"[""N663366__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars374_0.png,8990B888_,,"[""8990B888_""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars380_0.png,CG238508_,,"[""CG238508_""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars382_0.png,PS8000___,,"[""PS8000___""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars387_0.png,BB47866__,,"[""BB47866__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars410_0.png,WF1200___,,"[""WF1200___""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars425_0.png,GG2681HD_,,"[""GG2681HD_""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars432_0.png,B44BKK4__,,"[""B44BKK4__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars53_0.png,8811GB98_,,"[""8811GB98_""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars61_0.png,MMN301___,,"[""MMN301___""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars65_0.png,UR1DH1E__,,"[""UR1DH1E__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars68_0.png,P245U8___,,"[""P245U8___""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars71_0.png,SE00N17__,,"[""SE00N17__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars71_1.png,C1E5510__,,"[""C1E5510__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars72_0.png,D75W56___,,"[""D75W56___""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars77_0.png,R2BC888__,,"[""R2BC888__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars77_1.png,62MAAA5__,,"[""62MAAA5__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars93_0.png,1M004____,,"[""1M004____""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars93_1.png,1AHCS____,,"[""1AHCS____""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars96_0.png,1GM98888_,,"[""1GM98888_""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars98_0.png,0CRRR88__,,"[""0CRRR88__""]"
crops_yolo_high_40,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_40/Cars98_1.png,BBBRR88__,,"[""BBBRR88__""]"
