set,crop_path,plate,conf,raw
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars367_0.png,LG00LL___,,"[""LG00LL___""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars367_1.png,BD79616P_,,"[""BD79616P_""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars380_0.png,AAE812S__,,"[""AAE812S__""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars382_0.png,CRR81G___,,"[""CRR81G___""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars382_1.png,CRAAG____,,"[""CRAAG____""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars387_0.png,1E888____,,"[""1E888____""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars394_0.png,999B9____,,"[""999B9____""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars410_0.png,PR00P____,,"[""PR00P____""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars422_0.png,M25789___,,"[""M25789___""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars425_0.png,S223D____,,"[""S223D____""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars432_0.png,G1G8833__,,"[""G1G8833__""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars53_0.png,EKEA255__,,"[""EKEA255__""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars61_0.png,0306_____,,"[""0306_____""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars65_0.png,BB3533___,,"[""BB3533___""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars68_0.png,GJEH11___,,"[""GJEH11___""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars71_0.png,113Q4____,,"[""113Q4____""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars71_1.png,EL7112G__,,"[""EL7112G__""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars71_2.png,2233P____,,"[""2233P____""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars72_0.png,017TBR___,,"[""017TBR___""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars77_0.png,F3321____,,"[""F3321____""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars96_0.png,6CCRR12__,,"[""6CCRR12__""]"
crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_fuzzy_a0.1_b0.2_c0.6_d0.8/Cars98_0.png,VW01RRY__,,"[""VW01RRY__""]"
