set,crop_path,plate,conf,raw
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars367_0.png,8600CLE__,,"[""8600CLE__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars374_0.png,S7J0K____,,"[""S7J0K____""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars380_0.png,CE733429_,,"[""CE733429_""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars382_0.png,CR41G____,,"[""CR41G____""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars382_1.png,102202___,,"[""102202___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars387_0.png,K26AZ5___,,"[""K26AZ5___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars410_0.png,9M18P000_,,"[""9M18P000_""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars422_0.png,900E739__,,"[""900E739__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars425_0.png,G526JHH0_,,"[""G526JHH0_""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars432_0.png,D199AK49_,,"[""D199AK49_""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars53_0.png,CH10OSE__,,"[""CH10OSE__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars61_0.png,MMN306___,,"[""MMN306___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars65_0.png,DRIMM1___,,"[""DRIMM1___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars68_0.png,BJ5506___,,"[""BJ5506___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars71_0.png,Z0N1G43__,,"[""Z0N1G43__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars71_1.png,LD44BFL__,,"[""LD44BFL__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars72_0.png,L1CNN5112,,"[""L1CNN5112""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars77_0.png,R26UU89__,,"[""R26UU89__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars77_1.png,W0N000___,,"[""W0N000___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars93_0.png,I957CL___,,"[""I957CL___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars96_0.png,PGMN112__,,"[""PGMN112__""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars98_0.png,VW0RRR___,,"[""VW0RRR___""]"
crops_yolo_high_20,/content/drive/MyDrive/IARTS/dataset/crops/crops_yolo_high_20/Cars98_1.png,VWCRRR___,,"[""VWCRRR___""]"
