epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.04265,1.6833,3.97779,1.46162,0.00235,0.70588,0.09496,0.07291,1.08179,3.94303,1.34972,0.00012,0.00012,0.00012
2,5.41051,1.51294,3.25787,1.27451,0.00314,0.94118,0.39948,0.22832,1.09416,3.48151,1.12677,0.000254852,0.000254852,0.000254852
3,7.51246,1.49535,2.35965,1.21421,0.00314,0.94118,0.41822,0.24379,1.03738,3.52355,1.13241,0.00038416,0.00038416,0.00038416
4,9.49972,1.45938,2.06616,1.21744,0.00314,0.94118,0.45495,0.27318,1.27766,3.53664,1.17756,0.000507924,0.000507924,0.000507924
5,11.5546,1.40115,2.03026,1.17731,0.00294,0.88235,0.40732,0.2433,1.14605,3.64539,1.07082,0.000626144,0.000626144,0.000626144
6,14.2764,1.3719,1.83577,1.18937,0.00314,0.94118,0.3897,0.22456,1.27004,3.58802,1.15213,0.00073882,0.00073882,0.00073882
7,17.1581,1.47606,2.03079,1.17443,0.00294,0.88235,0.30538,0.13312,1.44796,3.71268,1.36921,0.000845952,0.000845952,0.000845952
8,19.0214,1.33897,1.79574,1.14742,0.3288,0.52941,0.434,0.24637,1.3855,3.46304,1.32941,0.00094754,0.00094754,0.00094754
9,20.8744,1.36753,1.93194,1.2526,0.78672,0.11765,0.36135,0.19612,1.39339,3.66693,1.41919,0.00104358,0.00104358,0.00104358
10,22.7514,1.36985,1.73571,1.17795,0.38328,0.11765,0.17647,0.08866,1.52227,3.86864,1.44904,0.00113408,0.00113408,0.00113408
11,24.8103,1.307,1.71903,1.19163,0.50582,0.11765,0.13584,0.0819,1.47593,3.92104,1.51695,0.00121904,0.00121904,0.00121904
12,27.0685,1.41574,1.58111,1.22516,0.92746,0.11765,0.17248,0.08392,1.70268,3.53663,1.66458,0.00129845,0.00129845,0.00129845
13,29.9957,1.45659,1.67192,1.26886,1,0.28694,0.43466,0.26096,1.57179,2.94771,1.52884,0.00137232,0.00137232,0.00137232
14,32.2165,1.34468,1.6035,1.22051,0.94764,0.52941,0.65947,0.41185,1.32539,2.14043,1.38575,0.00144064,0.00144064,0.00144064
15,34.1775,1.30146,1.53153,1.16607,0.85737,0.52941,0.64575,0.43083,1.27885,2.10082,1.38234,0.0014456,0.0014456,0.0014456
16,36.1832,1.40134,1.46323,1.20725,0.36072,0.41176,0.28766,0.18611,1.35731,2.62767,1.52239,0.001406,0.001406,0.001406
17,38.1176,1.36696,1.35883,1.18529,0.38657,0.47059,0.263,0.17015,1.33992,2.56525,1.47578,0.0013664,0.0013664,0.0013664
18,39.9173,1.2526,1.37789,1.13289,0.42201,0.38747,0.34002,0.23024,1.35433,2.74969,1.32397,0.0013268,0.0013268,0.0013268
19,42.7883,1.22928,1.33535,1.11239,0.98358,0.52941,0.60278,0.37322,1.48787,2.29922,1.51072,0.0012872,0.0012872,0.0012872
20,45.9686,1.30779,1.36285,1.16178,0.64729,0.70588,0.64486,0.40461,1.47661,1.8146,1.47265,0.0012476,0.0012476,0.0012476
21,47.8336,1.26216,1.32796,1.12282,0.86338,0.74441,0.7929,0.48827,1.41448,1.56721,1.30724,0.001208,0.001208,0.001208
22,49.6483,1.11327,1.28361,1.12559,1,0.75117,0.8542,0.52629,1.27151,1.5676,1.25502,0.0011684,0.0011684,0.0011684
23,51.7135,1.15241,1.14603,1.09506,0.81737,0.82353,0.83562,0.54111,1.20401,1.56267,1.30223,0.0011288,0.0011288,0.0011288
24,53.6475,1.18341,1.2115,1.10953,0.91759,0.76471,0.83367,0.58627,1.18466,1.27813,1.2633,0.0010892,0.0010892,0.0010892
25,56.0341,1.14706,1.19696,1.09947,0.97168,0.70588,0.82196,0.57961,1.28223,1.29131,1.27268,0.0010496,0.0010496,0.0010496
26,58.8575,1.22257,1.19215,1.11882,0.91001,0.70588,0.79971,0.54278,1.20602,1.2688,1.23621,0.00101,0.00101,0.00101
27,61.2122,1.14265,1.07362,1.08869,0.84351,0.70588,0.79292,0.50344,1.25867,1.23893,1.34621,0.0009704,0.0009704,0.0009704
28,63.4465,1.22203,1.17575,1.12612,0.85316,0.76471,0.79381,0.46989,1.27792,1.2802,1.45212,0.0009308,0.0009308,0.0009308
29,65.4141,1.13101,1.07859,1.08155,0.93003,0.82353,0.84039,0.51546,1.25245,1.23929,1.41694,0.0008912,0.0008912,0.0008912
30,67.2937,1.0573,1.03714,1.06528,0.78593,0.76471,0.80736,0.51848,1.19565,1.2495,1.31455,0.0008516,0.0008516,0.0008516
31,69.27,1.12833,1.09401,1.10028,0.80383,0.72389,0.79238,0.5087,1.23381,1.24092,1.28085,0.000812,0.000812,0.000812
32,71.7144,1.09761,1.03851,1.13234,0.8998,0.76471,0.78873,0.53865,1.18264,1.32307,1.30395,0.0007724,0.0007724,0.0007724
